UID	row_clusters-flat	Lsk:Lsk.3	Lsk:Lsk.80	Lsk:Lsk.81	Lsk:Lsk.65	Lsk:Lsk.16	Lsk:Lsk.17	Lsk:Lsk.26	Lsk:Lsk.69	Lsk:Lsk.72	Lsk:Lsk.50	Lsk:Lsk.78	Cmp:Cmp.32	Lsk:Lsk.31	Lsk:Lsk.33	Lsk:Lsk.75	Lsk:Lsk.19	Lsk:Lsk.88	Lsk:Lsk.89	Lsk:Lsk.86	Lsk:Lsk.34	Lsk:Lsk.67	Lsk:Lsk.77	Lsk:Lsk.92	Lsk:Lsk.63	Lsk:Lsk.85	Lsk:Lsk.43	Lsk:Lsk.82	Lsk:Lsk.76	Lsk:Lsk.29	Lsk:Lsk.45	Lsk:Lsk.11	Lsk:Lsk.49	Lsk:Lsk.8	Lsk:Lsk.4	Lsk:Lsk.9	Lsk:Lsk.37	Lsk:Lsk.28	Lsk:Lsk.55	Lsk:Lsk.60	Lsk:Lsk.13	Cmp:Cmp.96	Lsk:Lsk.23	Lsk:Lsk.24	Lsk:Lsk.22	Lsk:Lsk.83	Lsk:Lsk.66	Lsk:Lsk.5	Lsk:Lsk.91	Lsk:Lsk.61	Cmp:Cmp.6	Cmp:Cmp.33	Lsk:Lsk.90	Lsk:Lsk.6	Lsk:Lsk.71	Lsk:Lsk.93	Lsk:Lsk.38	Lsk:Lsk.51	Lsk:Lsk.73	Cmp:Cmp.28	Cmp:Cmp.10	Cmp:Cmp.93	Cmp:Cmp.36	Cmp:Cmp.70	Lsk:Lsk.15	Cmp:Cmp.44	Cmp:Cmp.87	Cmp:Cmp.60	Lsk:Lsk.48	Lsk:Lsk.7	Lsk:Lsk.41	Lsk:Lsk.84	Cmp:Cmp.61	Lsk:Lsk.40	Cmp:Cmp.29	Lsk:Lsk.95	Lsk:Lsk.2	Cmp:Cmp.3	Lsk:Lsk.14	Lsk:Lsk.47	Lsk:Lsk.20	Lsk:Lsk.57	Lsk:Lsk.18	Lsk:Lsk.35	Lsk:Lsk.12	Lsk:Lsk.62	Lsk:Lsk.64	Lsk:Lsk.87	Lsk:Lsk.44	Lsk:Lsk.39	Lsk:Lsk.27	Lsk:Lsk.70	Lsk:Lsk.42	Lsk:Lsk.96	Lsk:Lsk.94	Lsk:Lsk.53	Lsk:Lsk.10	Lsk:Lsk.46	Lsk:Lsk.30	Lsk:Lsk.74	Lsk:Lsk.54	Lsk:Lsk.58	Lsk:Lsk.52	Lsk:Lsk.79	Lsk:Lsk.36	Lsk:Lsk.59	Cmp:Cmp.49	Cmp:Cmp.66	Lsk:Lsk.1	Cmp:Cmp.77	Cmp:Cmp.11	Cmp:Cmp.9	Cmp:Cmp.26	Cmp:Cmp.30	Cmp:Cmp.57	Cmp:Cmp.94	Cmp:Cmp.27	LK.CD34+:LK.CD34+.16	Cmp:Cmp.4	Cmp:Cmp.63	Cmp:Cmp.95	Lsk:Lsk.32	Cmp:Cmp.8	Cmp:Cmp.92	Cmp:Cmp.21	Cmp:Cmp.20	Cmp:Cmp.39	Cmp:Cmp.34	Gmp:Gmp.R2.54	Gmp:Gmp.R2.56	LK.CD34+:LK.CD34+.65	LK.CD34+:LK.CD34+.66	Cmp:Cmp.19	Cmp:Cmp.5	Cmp:Cmp.58	Cmp:Cmp.65	Cmp:Cmp.86	Cmp:Cmp.24	Cmp:Cmp.75	Cmp:Cmp.81	Cmp:Cmp.82	Cmp:Cmp.15	Cmp:Cmp.80	LK.CD34+:LK.CD34+.31	Cmp:Cmp.25	Cmp:Cmp.90	Cmp:Cmp.22	Cmp:Cmp.46	LK.CD34+:LK.CD34+.60	Cmp:Cmp.55	Cmp:Cmp.18	Cmp:Cmp.59	Cmp:Cmp.31	Cmp:Cmp.14	Gmp:Gmp.R2.55	Gmp:Gmp.R2.11	Gmp:Gmp.R2.6	Gmp:Gmp.R3.27	Cmp:Cmp.85	Gmp:Gmp.R2.41	Cmp:Cmp.38	Cmp:Cmp.69	Gmp:Gmp.R3.59	Cmp:Cmp.50	Cmp:Cmp.54	Gmp:Gmp.R2.27	Gmp:Gmp.R2.21	LK.CD34+:LK.CD34+.46	Gmp:Gmp.R3.10	Gmp:Gmp.R3.52	Gmp:Gmp.R3.44	Gmp:Gmp.R3.13	Cmp:Cmp.52	Cmp:Cmp.23	Cmp:Cmp.37	Cmp:Cmp.13	Gmp:Gmp.R2.13	Gmp:Gmp.R2.42	Gmp:Gmp.R3.35	Gmp:Gmp.R3.48	Lsk:Lsk.21	LK.CD34+:LK.CD34+.54	Cmp:Cmp.40	Cmp:Cmp.62	Gmp:Gmp.R3.51	Cmp:Cmp.12	Cmp:Cmp.74	Cmp:Cmp.64	Cmp:Cmp.84	Gmp:Gmp.R2.26	Gmp:Gmp.R2.3	Cmp:Cmp.45	Gmp:Gmp.R2.32	Cmp:Cmp.17	Cmp:Cmp.2	LK.CD34+:LK.CD34+.20	Cmp:Cmp.35	Cmp:Cmp.68	Cmp:Cmp.16	Cmp:Cmp.53	Cmp:Cmp.89	Cmp:Cmp.83	LK.CD34+:LK.CD34+.58	Cmp:Cmp.76	Cmp:Cmp.73	Cmp:Cmp.88	Cmp:Cmp.78	Cmp:Cmp.43	Cmp:Cmp.47	Cmp:Cmp.91	LK.CD34+:LK.CD34+.55	Cmp:Cmp.67	LK.CD34+:LK.CD34+.22	Gmp:Gmp.R2.35	LK.CD34+:LK.CD34+.4	Gmp:Gmp.R2.1	Gmp:Gmp.R2.9	Gmp:Gmp.R2.68	Gmp:Gmp.R3.1	Gmp:Gmp.R2.17	Gmp:Gmp.R2.60	Gmp:Gmp.R2.23	Gmp:Gmp.R3.31	Gmp:Gmp.R3.23	Gmp:Gmp.R3.41	Cmp:Cmp.79	Gmp:Gmp.R2.57	Gmp:Gmp.R2.67	Cmp:Cmp.72	LK.CD34+:LK.CD34+.57	LK.CD34+:LK.CD34+.25	LK.CD34+:LK.CD34+.38	Gmp:Gmp.R3.47	LK.CD34+:LK.CD34+.21	LK.CD34+:LK.CD34+.29	Gmp:Gmp.R3.19	Gmp:Gmp.R2.44	Gmp:Gmp.R3.16	Gmp:Gmp.R2.22	LK.CD34+:LK.CD34+.49	Gmp:Gmp.R2.18	Gmp:Gmp.R2.39	LK.CD34+:LK.CD34+.51	Gmp:Gmp.R2.12	Gmp:Gmp.R3.58	Gmp:Gmp.R3.60	Gmp:Gmp.R2.8	Gmp:Gmp.R3.18	Gmp:Gmp.R3.66	Cmp:Cmp.56	Gmp:Gmp.R3.6	Gmp:Gmp.R2.61	Gmp:Gmp.R2.48	LK.CD34+:LK.CD34+.63	Gmp:Gmp.R2.4	Cmp:Cmp.71	Gmp:Gmp.R2.24	LK.CD34+:LK.CD34+.48	Gmp:Gmp.R2.10	Gmp:Gmp.R3.11	Cmp:Cmp.42	Cmp:Cmp.48	Gmp:Gmp.R3.20	LK.CD34+:LK.CD34+.39	LK.CD34+:LK.CD34+.37	Gmp:Gmp.R3.8	LK.CD34+:LK.CD34+.7	Gmp:Gmp.R2.5	LK.CD34+:LK.CD34+.47	Gmp:Gmp.R2.38	Gmp:Gmp.R2.45	LK.CD34+:LK.CD34+.5	Gmp:Gmp.R3.32	Gmp:Gmp.R3.29	Gmp:Gmp.R3.37	Gmp:Gmp.R3.43	LK.CD34+:LK.CD34+.30	Gmp:Gmp.R3.2	Gmp:Gmp.R3.42	Gmp:Gmp.R2.28	LK.CD34+:LK.CD34+.42	Gmp:Gmp.R2.2	Cmp:Cmp.7	Gmp:Gmp.R2.51	LK.CD34+:LK.CD34+.15	LK.CD34+:LK.CD34+.14	Gmp:Gmp.R3.15	Gmp:Gmp.R3.40	Gmp:Gmp.R3.38	Gmp:Gmp.R3.7	Cmp:Cmp.51	Gmp:Gmp.R2.43	Gmp:Gmp.R3.21	LK.CD34+:LK.CD34+.19	Gmp:Gmp.R2.7	Gmp:Gmp.R3.39	Gmp:Gmp.R3.68	LK.CD34+:LK.CD34+.2	LK.CD34+:LK.CD34+.36	Gmp:Gmp.R2.34	Gmp:Gmp.R2.58	Gmp:Gmp.R2.30	Gmp:Gmp.R3.53	Gmp:Gmp.R2.15	Gmp:Gmp.R3.33	Gmp:Gmp.R3.67	Gmp:Gmp.R2.49	Gmp:Gmp.R2.50	Gmp:Gmp.R2.46	Gmp:Gmp.R2.20	Gmp:Gmp.R2.29	LK.CD34+:LK.CD34+.27	Gmp:Gmp.R3.4	Gmp:Gmp.R3.61	Gmp:Gmp.R3.26	Gmp:Gmp.R3.63	Gmp:Gmp.R2.19	Gmp:Gmp.R3.54	LK.CD34+:LK.CD34+.13	Gmp:Gmp.R2.33	Gmp:Gmp.R3.50	Gmp:Gmp.R3.9	Gmp:Gmp.R3.14	Gmp:Gmp.R3.56	Gmp:Gmp.R3.49	Gmp:Gmp.R2.47	Gmp:Gmp.R2.66	Gmp:Gmp.R2.40	LK.CD34+:LK.CD34+.53	Gmp:Gmp.R2.64	Gmp:Gmp.R2.37	LK.CD34+:LK.CD34+.50	LK.CD34+:LK.CD34+.35	Gmp:Gmp.R3.5	LK.CD34+:LK.CD34+.28	LK.CD34+:LK.CD34+.12	Gmp:Gmp.R3.28	Gmp:Gmp.R3.57	Gmp:Gmp.R3.62	LK.CD34+:LK.CD34+.1	LK.CD34+:LK.CD34+.23	Gmp:Gmp.R3.65	Gmp:Gmp.R3.64	Gmp:Gmp.R2.16	Gmp:Gmp.R3.30	Gmp:Gmp.R3.46	Gmp:Gmp.R3.24	LK.CD34+:LK.CD34+.43	Gmp:Gmp.R2.59	Gmp:Gmp.R2.63	Gmp:Gmp.R3.3	Gmp:Gmp.R3.36	Gmp:Gmp.R3.12	Gmp:Gmp.R2.52	LK.CD34+:LK.CD34+.9	Gmp:Gmp.R3.22	LK.CD34+:LK.CD34+.24	Gmp:Gmp.R3.17	Gmp:Gmp.R3.55	Gmp:Gmp.R2.36	Gmp:Gmp.R3.34	LK.CD34+:LK.CD34+.18	Gmp:Gmp.R2.65	Gmp:Gmp.R2.14	Gmp:Gmp.R3.45	Gmp:Gmp.R3.25	LK.CD34+:LK.CD34+.44	LK.CD34+:LK.CD34+.41	LK.CD34+:LK.CD34+.61	LK.CD34+:LK.CD34+.33	LK.CD34+:LK.CD34+.6	LK.CD34+:LK.CD34+.45	LK.CD34+:LK.CD34+.64	LK.CD34+:LK.CD34+.56	LK.CD34+:LK.CD34+.26	LK.CD34+:LK.CD34+.17	LK.CD34+:LK.CD34+.52	LK.CD34+:LK.CD34+.32	LK.CD34+:LK.CD34+.62	LK.CD34+:LK.CD34+.34	LK.CD34+:LK.CD34+.40	LK.CD34+:LK.CD34+.10	LK.CD34+:LK.CD34+.59
column_clusters-flat		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9
Dusp2	7	1.286024538	0.097305163	1.083800899	8.16041548	8.240189146	8.345910476	5.912002061	-0.589755526	4.797055421	4.806335445	10.64391208	8.341306974	9.307303342	4.956521607	8.743534023	0.258241382	8.759105386	8.903839775	6.304334646	4.986161836	2.722038193	-0.589755526	3.370941514	2.591347026	-0.589755526	6.917642716	-0.589755526	5.035514964	2.134894747	1.872296794	-0.589755526	8.056191057	-0.589755526	5.82285666	-0.589755526	-0.589755526	1.229912658	-0.589755526	5.683760365	4.718765537	-0.589755526	5.739368071	-0.589755526	7.418168766	-0.589755526	5.601649204	3.118431711	4.889539718	-0.589755526	2.366301127	7.721765755	8.579643398	-0.589755526	0.08831638	4.873932317	1.714755517	7.127646726	8.241710074	-0.589755526	-0.589755526	5.037267581	-0.589755526	4.879804897	8.166834154	4.696016568	-0.589755526	6.87621894	-0.589755526	7.087823187	2.753652297	-0.589755526	-0.589755526	7.742236253	8.523257297	2.229912658	5.609720521	5.898084509	1.110684193	1.740802875	8.817554733	0.217599397	0.853851126	3.703762105	6.594623961	0.04251269	-0.033939371	0.266234172	-0.589755526	-0.589755526	9.596655895	5.015501738	4.708169528	-0.589755526	4.853851126	6.794121535	5.300691168	0.225819904	4.422813149	8.446115777	7.824845155	2.835166563	-0.589755526	0.08831638	-0.589755526	3.672527281	-0.589755526	3.04251269	3.022596974	0.04251269	-0.589755526	-0.589755526	6.773327922	7.903859789	-0.589755526	8.598116122	5.961452849	-0.589755526	2.983134143	3.747955567	-0.589755526	0.916135405	6.702105845	4.481921349	3.901456231	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	0.19265304	-0.589755526	-0.589755526	-0.589755526	1.395744905	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	0.19265304	0.49430874	-0.589755526	1.403012906	0.132710499	-0.589755526	2.516257713	0.266234172	-0.589755526	-0.589755526	0.150092578	-0.589755526	0.395744905	8.261275113	5.547133083	7.771398716	-0.589755526	-0.589755526	7.410244475	4.915817875	7.158168891	6.765066853	5.821331702	-0.589755526	-0.589755526	-0.589755526	4.851860744	6.164864787	4.747241892	6.520022904	8.621159291	-0.589755526	-0.589755526	6.946841393	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	4.220173341	-0.589755526	2.445868385	0.351350786	7.69203544	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	0.023776128	4.10177864	6.554290845	6.497282932	2.330537775	-0.589755526	-0.589755526	-0.589755526	2.497707316	4.924997973	-0.589755526	3.241108232	-0.589755526	0.175779221	0.487487474	4.942873133	1.655131534	-0.589755526	-0.589755526	-0.589755526	0.655131534	7.092115355	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	0.403012906	-0.589755526	7.027087341	4.446747809	-0.02415835	5.39620023	-0.589755526	1.557551174	0.1842408	-0.589755526	-0.589755526	0.320977137	-0.589755526	0.004793025	0.004793025	-0.589755526	-0.589755526	-0.589755526	-0.589755526	5.285287278	-0.589755526	2.616575123	0.480633803	6.325287266	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	4.871642065	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	5.071024809	-0.589755526	-0.004793025	-0.589755526	-0.589755526	0.033174826	-0.589755526	-0.589755526	-0.589755526	-0.589755526	4.540351654	4.059859934	3.056407132	3.195795027	0.004793025	-0.589755526	-0.589755526	-0.589755526	4.810440817	-0.589755526	-0.589755526	0.821670721	-0.083864596	3.467694747	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	5.439255562	1.541175345	0.373718599	-0.589755526	-0.053702626	-0.589755526	5.129975532	3.514581135	-0.589755526	2.295818839	-0.589755526	7.608984164	-0.043787157	4.92025694	5.475472098	-0.589755526	-0.589755526	6.380522961	-0.589755526	-0.589755526	-0.589755526	-0.114670643	3.652084659	-0.589755526	5.516048247	-0.589755526	-0.589755526	-0.589755526	-0.589755526	4.776566689	5.607952633	-0.589755526	-0.589755526	4.412946995	-0.589755526	6.06831311	-0.589755526	-0.589755526	3.527108233	-0.589755526	-0.589755526	0.527939518	3.622813814	5.561616251	0.794294282	-0.589755526	1.573743207	3.992198226	-0.033939371	-0.135579633	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.083864596	2.167267722	4.508276558	-0.589755526	-0.589755526	4.402106406	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	5.919148454	-0.589755526	-0.589755526	0.424599768	-0.589755526	0.08831638	6.072449975	3.233993835	-0.589755526	4.031417228	6.502790217	5.167000926	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526	-0.589755526
Egr1	7	7.776743743	-1.206338926	6.669657198	8.234845293	8.309360913	7.822763393	9.898584453	2.772575781	-0.751599002	6.433357084	7.564442937	10.68328386	10.48813945	7.606611905	7.685471893	-0.974774858	5.951053128	9.192180523	6.494379446	7.823613783	8.001231073	8.143129903	5.123617544	7.185077299	7.190418741	5.338763453	-1.459104996	-0.583241296	7.32695604	9.778286153	-0.74223082	9.221072143	8.221245173	9.449818553	8.106878173	-0.974774858	3.916858708	-0.660547022	-0.863946728	-0.894752775	7.704022733	-0.879267528	-1.18714536	7.183426838	7.869402843	-0.931544806	8.663826233	-1.775289108	7.217921111	7.574684082	9.417656843	5.777316378	-0.337736815	-1.036413924	5.119528656	4.228289303	-1.225791288	7.291833571	-0.085915886	-1.047909563	-0.991326035	-0.784875157	9.880457803	9.492241733	7.701048053	9.212370203	8.753889313	2.734079554	8.184194733	-0.947604657	7.427094232	6.595686919	7.484095632	8.847520303	7.927227633	-0.991326035	7.155506964	6.097360295	8.746038323	8.390873973	8.726831383	6.037302618	-0.799374727	9.494220773	8.348052923	-1.238906788	-0.756306005	6.424253241	-0.406363534	8.009313243	-1.088881344	-0.030700273	-1.784875157	-0.546088298	5.52158153	9.321508933	-1.258806346	10.22813572	9.951884723	8.272719523	-0.482312387	-0.165070907	-1.43626502	-1.002466592	8.844487533	8.840724113	7.18058208	5.473580954	8.243500603	6.665593807	7.977617623	10.74514582	8.970073573	7.828607383	9.560640973	8.020137783	3.888681268	5.133988081	8.684305363	8.688539723	8.857513543	6.149916522	8.485022933	9.190055613	5.925885368	-0.309790274	-1.306334716	7.845404103	7.716802823	-1.833784758	-2.369837658	-0.443838239	0.210307827	0.698833154	7.328623936	2.108487054	-0.235616718	-1.199912657	8.001285543	8.077266243	8.725882423	7.554069167	1.510847868	0.330602061	5.273224832	2.541853925	-0.529878071	-2.369837658	6.303506757	7.505159055	7.734145103	8.350090153	-0.574901995	8.618435183	-2.369837658	8.666260383	7.141381299	8.800763453	9.855155833	7.855164873	7.557125411	-2.369837658	-0.600065919	8.600706873	7.538825162	7.537338444	3.834146509	6.018653271	4.050880526	-1.936878251	-2.369837658	9.753339643	8.623228093	7.888363243	5.21226668	8.826604643	6.489262236	-0.732923078	4.531029151	-1.053691916	-2.369837658	-0.884410831	-0.334213748	-2.369837658	-1.784875157	2.87771015	1.216326589	8.125077913	-2.369837658	-2.369837658	4.819492744	7.036516182	-0.714485829	-1.490131892	-2.369837658	-2.369837658	4.593405247	3.771349868	-0.380698651	4.62100378	5.511582251	-2.369837658	4.3603947	3.954432915	-1.094830611	-0.275601588	-1.884410831	-1.656141843	4.205625955	-2.369837658	6.408765188	5.948524381	6.865075552	4.334342666	4.990614415	3.990877768	5.839615709	4.159514806	6.841125849	-2.369837658	3.466843936	-1.947604657	-2.369837658	-2.369837658	-1.638654416	-1.756306005	4.69904808	-1.562482736	4.549859956	4.85994251	-1.794525327	5.752886822	2.907403241	-0.410067503	5.455693594	-2.369837658	-2.369837658	-2.002466592	5.44874452	5.299756094	-0.155712853	2.165593258	-1.193514885	-2.369837658	-2.059497537	-2.025009161	-0.155712853	-2.369837658	7.342379793	5.670232834	5.331988601	6.451776902	1.128413211	-2.369837658	3.920365548	-1.691765753	-2.369837658	-2.369837658	-1.804240482	-1.219277981	-0.258806346	-1.991326035	-0.486216842	-2.369837658	-2.369837658	2.547116622	-2.369837658	-2.369837658	-1.466799388	4.136529436	-2.369837658	-2.369837658	-2.369837658	-2.025009161	-2.369837658	0.030700273	-2.369837658	-2.369837658	-2.369837658	-2.369837658	4.265481423	-0.410067503	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.025009161	-1.193514885	3.651197823	-2.369837658	-2.369837658	5.800888619	3.412308767	-0.466799388	2.437001925	5.611786704	-2.08295651	3.461279538	4.504098549	-2.369837658	4.184751195	-2.369837658	-2.118876084	-1.587429093	-2.369837658	-2.369837658	-2.369837658	7.746168333	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.369837658	4.959016755	-2.369837658	-2.369837658	-2.369837658	-2.369837658	6.21226668	-2.369837658	-1.874142495	-2.369837658	-2.047909563	-2.369837658	-2.106803252	-2.369837658	6.008023566	1.391447616	5.552181747	1.590859382	-2.369837658	-2.369837658	2.991930702	-2.369837658	-2.155712853	-2.369837658	-0.206338926	-2.369837658	-2.118876084	-2.180803834	-1.843768846	-2.369837658	-2.047909563	-2.369837658	-2.369837658	-2.036413924	-2.369837658	-1.794525327	-2.369837658	-1.823869289	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.369837658	-2.168203797	-2.369837658	-1.765766334	-2.369837658	-1.68277697	-1.823869289	-2.369837658	-2.002466592	4.019901222	-2.369837658	4.974280678	6.625194535	4.377549743	-2.369837658	3.726719385	1.212718346	-2.369837658	4.914084115	-2.369837658	-2.369837658	-2.369837658	-2.143329128	-2.369837658	-2.369837658	-2.369837658
Fos	7	2.965727659	-7.054511055	1.012303151	2.310700789	3.388099459	3.100988829	4.474646369	2.516101699	-2.215470488	3.771749269	4.102230289	5.372125779	3.272709969	1.65968107	2.527362719	-5.30934619	0.664815695	3.073924089	1.772514839	-8.003111902	2.112855089	1.521155549	0.449747064	1.127021025	-0.860698464	1.593115134	-6.329555478	1.205878363	2.544997149	2.068189559	-6.646968092	2.090820579	3.719460849	4.658588269	-4.635740836	-6.608049102	-6.04705525	-6.575505729	-6.09237924	-7.263263799	-0.98719513	-5.320538605	-7.039637778	2.726695749	-1.967707932	-5.389580249	-1.013064682	-5.525434574	-7.343187344	1.490603474	1.824564244	2.434816989	-5.27192866	-1.495792954	-6.960467565	0.503493215	1.929442442	2.038629379	1.487718924	2.581315129	3.268076799	-6.422966418	4.231088809	3.445169629	3.728096799	4.109549139	3.026209839	4.270310739	-1.805403744	-2.266777625	1.361876297	-0.210581869	4.249497359	2.619434159	1.019561065	0.112868091	3.258800829	2.038013329	2.835044139	2.105177319	4.548839029	-3.207137208	1.376591361	2.637512639	-7.123406136	-6.953481134	0.188934278	-2.852552225	1.341805342	4.187666519	-6.352347343	0.876471349	0.179580397	-6.669688168	-0.640905047	2.500167259	-6.89208059	-8.003111902	2.098614329	1.595089515	-6.119491086	1.887729947	-3.890411769	-6.635740836	2.040325569	3.699710109	4.243186319	1.828432869	1.852005738	3.285909849	3.799489279	6.035504499	3.492548289	3.464554779	2.878155039	3.430004039	2.888489559	3.919357289	3.196468429	2.398503639	1.167038504	2.255713209	2.610281619	2.457671609	4.275105219	-6.967487992	-5.58357301	0.845667505	0.79055643	-6.770451145	-7.457143533	-5.452211237	-5.93960896	-4.420555899	-3.043805412	-4.84122422	-6.343187344	-5.912258472	3.253833869	2.831540859	3.181912169	-0.300523614	-0.645559897	-5.649788611	-5.015791036	-5.898775242	-2.379596161	-8.003111902	-0.93465605	0.211547209	1.554217768	3.188428539	-0.831584796	4.555019379	-6.570152495	4.781244849	3.007479139	3.797820349	4.032037719	2.616154369	2.111580469	-7.171234661	-5.387224828	3.508961869	3.041166089	2.957947039	1.928083597	1.217000356	0.67714212	-8.003111902	-7.370843687	1.753894672	2.960658419	2.493771829	3.020843389	3.746024259	2.893659449	-1.46799208	3.277258709	-0.207721571	-8.003111902	1.250641055	-5.971011059	-3.769683958	0.431974914	3.111918739	-4.804617748	3.555758389	2.774948799	0.030476285	3.303770049	3.789231039	-6.457143533	-6.191640871	-7.352347343	2.673576879	-0.474618721	-6.61354509	-6.925868903	-0.592363774	-0.940256247	1.141954113	1.054906889	-0.100254462	1.97722764	-0.005988888	-5.33181853	-0.862537724	1.356044649	-8.003111902	2.356879189	-0.280987465	2.750748319	-2.417848871	-6.263263799	1.573561392	2.658309929	2.183398559	2.849643869	1.812351453	0.930696761	2.027762109	-7.47704309	-2.714384222	-2.297134	0.860269082	0.746656987	0.027775898	0.069958519	1.460289858	2.053728999	-1.82619079	3.087496769	1.160638395	0.074932135	-6.946528374	1.817210685	2.222589609	2.421694739	1.07247421	2.704005609	2.699857249	2.863633839	-6.267589725	-7.220703337	-7.507416739	-4.863969883	-7.289416087	2.240133499	0.24803909	2.608540019	1.874509666	-0.359688586	-6.770451145	2.249506229	-8.003111902	0.136695226	-8.003111902	-8.003111902	-3.467680987	-6.115586631	-8.003111902	0.718705038	-3.412150661	-4.459616019	0.030421226	-0.916391816	-6.394302659	-8.003111902	0.265313135	-8.003111902	-6.776603372	-7.408563352	1.213949133	-8.003111902	0.981278074	1.410727551	-7.204024596	-3.831584796	-8.003111902	3.722100959	-1.278870925	-7.467059002	-7.602573972	-7.602573972	-7.538443635	-7.538443635	-7.220703337	-8.003111902	-6.472042409	-2.796390545	-0.190421159	-0.208761023	-0.10001336	-7.497220972	-0.602232466	-4.551571069	-6.241826629	1.870362972	0.954483533	-0.090761432	-8.003111902	2.650073539	-6.752150328	-5.862333246	0.360803816	-2.443926036	-8.003111902	-0.457143533	5.604283149	-7.635740836	-6.107809281	-8.003111902	-8.003111902	-8.003111902	-8.003111902	-7.61354509	-8.003111902	-7.548936009	0.499242571	-2.027665136	-8.003111902	-7.316051214	1.295569323	-0.015336286	0.366136452	1.174232884	-1.338344647	0.362816797	1.206780055	2.064940819	0.153476852	-4.905501105	-8.003111902	0.61600761	-6.852552225	-6.852552225	1.592481269	1.468705544	0.062977289	-7.646968092	-7.728104855	-0.242491741	0.82238755	-7.548936009	-3.802262327	0.172063361	0.09823352	-7.017611472	-0.378060639	-2.70335439	-2.95435259	-7.437514726	-8.003111902	-6.89208059	-7.548936009	-5.788987097	-7.716230754	-0.737731269	-7.171234661	-8.003111902	0.005988888	0.534960602	-8.003111902	-0.647937023	2.061051519	0.112347976	-0.562741017	-1.305171319	1.288081826	-7.370843687	-5.435079797	0.500634347	-2.828785387	-2.084248665	-1.431283429	-8.003111902	-2.426287471	1.143991243	-7.27192866	-8.003111902	-7.635740836
